Drive,Type,Owner,Serial,Timestamp
"{'E:': {'type': 'DRIVE_REMOVABLE', 'owner': 'None', 'serial': 2012885272}}",2025-01-23 11:07:27
E:,2025-01-23 11:08:16
E:,2025-01-23 11:08:41
E,:,2025-01-23 11:09:28
E:,DRIVE_REMOVABLE,None,2012885272,2025-01-23 11:12:12
E:,DRIVE_REMOVABLE,ME,2012885272,2025-01-23 11:16:02
